t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.109271523178808;13381.9497621165;4.80234103067544E-05;0.002967246181411;52.2789006847195;0.450300971131824;5.11234092020446E-05;-4.40348219066577E-07
0.112582781456954;13384.7292016559;5.06830609829781E-05;0.002968178050359;55.0761380080453;0.481272799188897;5.38588207436533E-05;-4.70635494023338E-07
0.115894039735099;13387.5574108072;5.338818524963E-05;0.002969126420582;57.9182525080281;0.513383930555069;5.66381175666288E-05;-5.02036890901991E-07
0.119205298013245;13390.4316364386;5.61360806757268E-05;0.002970090376498;60.8024444017709;0.546639413160936;5.94585617701188E-05;-5.3455734606113E-07
0.122516556291391;13393.3490838149;5.89240044240577E-05;0.002971068988095;63.7258753243979;0.581044219746044;6.23173777240483E-05;-5.68201722330143E-07
0.125827814569536;13396.3069195441;6.17491760017181E-05;0.002972061311884;66.6856712359341;0.616603311139357;6.521175491175E-05;-6.02974870891402E-07
0.129139072847682;13399.3022745471;6.46087800408586E-05;0.002973066391861;69.6789253524635;0.653321698024698;6.81388507963379E-05;-6.3888169168104E-07
0.132450331125828;13402.3322470505;6.74999691046568E-05;0.002974083260484;72.7027010982057;0.691204499456838;7.10957937075343E-05;-6.75927190610709E-07
0.135761589403974;13405.3939055977;7.04198665169236E-05;0.002975110939651;75.7540350752041;0.730256998538721;7.40796857457194E-05;-7.14116534012922E-07
0.139072847682119;13408.4842920737;7.33655692117065E-05;0.002976148441693;78.8299400473256;0.770484694285734;7.70876056999792E-05;-7.53455099360721E-07
0.142384105960265;13411.6004247416;7.63341506006184E-05;0.002977194770363;81.9274079353362;0.811893349782743;8.01166119769845E-05;-7.93948522362106E-07
0.145695364238411;13414.7393012851;7.93226634546224E-05;0.00297824892184;85.0434128198483;0.854489036144727;8.31637455375617E-05;-8.35602739945365E-07
0.149006622516556;13417.897901856;8.23281427976163E-05;0.002979309885733;88.1749139489769;0.898278172160353;8.62260328378737E-05;-8.78424029027515E-07
0.152317880794702;13421.0731921211;8.53476088088462E-05;0.002980376646086;91.3188587475995;0.943267559190893;8.93004887721708E-05;-9.22419040644614E-07
0.155629139072848;13424.2621263068;8.83780697315262E-05;0.002981448182385;94.4721858251605;0.989464411145548;9.23841196141089E-05;-9.67594829258636E-07
0.158940397350993;13427.4616502363;9.14165247848502E-05;0.002982523470569;97.6318279790213;1.0368763792375;9.54739259537257E-05;-1.01395887697358E-06
0.162251655629139;13430.6687043583;9.44599670767522E-05;0.002983601484038;100.794715190408;1.08551157131729;9.85669056271654E-05;-1.06151911243663E-06
0.165562913907285;13433.8802267617;9.75053865147288E-05;0.00298468119466;103.957777610066;1.13537856562221;0.000101660056636;-1.11028392428547E-06
0.16887417218543;13437.0931561757;0.000100549772712;0.002985761573775;107.117948530813;1.1864864187104;0.000104750380056;-1.16026216890464E-06
0.172185430463576;13440.3044349495;0.000103590117887;0.002986841593194;110.272167344202;1.23884466748087;0.000107834882924;-1.2114631724058E-06
0.175496688741722;13443.5110120117;0.000106623419752;0.002987920226201;113.417382478621;1.2924633251376;0.000110910581117;-1.26389672667628E-06
0.178807947019868;13446.7098458038;0.00010964668439;0.002988996448538;116.550554316178;1.34735287101248;0.000113974502199;-1.31757307942911E-06
